RelTime,RSPT,RSPA,PULS,PR,SPO2
0000.000,-110.85,-18.099999999999998,52.5625,82.0,95.0
0000.017,-113.0,-18.433333333333334,54.25,82.0,95.0
0000.041,-115.1,-16.025,71.75,82.0,95.0
0000.074,-119.33333333333334,-16.877777777777776,106.75,82.0,95.0
0000.108,-122.51666666666665,-21.284615384615385,166.375,82.0,95.0
0000.136,-125.9,-23.5,186.375,82.0,95.0
0000.170,-128.75,-25.7,193.8125,82.0,95.0
0000.203,-133.43333333333334,-22.166666666666664,183.25,82.0,95.0
0000.237,-134.6,-20.83076923076923,166.5,82.0,95.0
0000.271,-134.75833333333335,-19.85,137.9375,82.0,95.0
0000.304,-134.46153846153848,-24.95,123.875,82.0,95.0
0000.337,-137.95384615384614,-31.75,115.9375,82.0,95.0
0000.372,-137.8,-31.11538461538462,108.375,82.0,95.0
0000.408,-137.0,-36.5076923076923,100.5,82.0,95.0
0000.437,-133.45000000000002,-34.166666666666664,87.3125,82.0,95.0
0000.473,-133.40769230769232,-34.583333333333336,76.0625,82.0,95.0
0000.507,-131.8,-32.45,62.0625,82.00000000000001,95.00000000000001
0000.541,-132.2125,-35.1,56.125,82.0,94.99999999999999
0000.568,-129.24166666666667,-36.837500000000006,53.875,82.0,95.0
0000.602,-126.9,-40.5,54.25,82.0,94.99999999999999
0000.635,-123.96666666666665,-37.96666666666667,57.3125,82.0,95.0
0000.669,-118.78333333333333,-32.676923076923075,59.0,82.0,95.0
0000.703,-115.85,-31.138461538461538,58.4375,82.0,95.0
0000.737,-111.33333333333334,-31.0,57.0,82.0,95.0
0000.771,-104.14615384615385,-31.949999999999996,55.8125,82.0,95.0
0000.806,-94.0,-28.3,64.0,82.0,95.0
0000.840,-82.92500000000001,-20.96666666666667,110.5,81.99404761904762,95.0
0000.874,-72.13333333333333,-16.16923076923077,152.25,81.89285714285715,95.0
0000.901,-65.2,-13.6,176.25,81.8125,95.0
0000.936,-57.925,-13.033333333333335,189.75,81.70833333333333,95.0
0000.969,-52.650000000000006,-6.266666666666667,181.875,81.61011904761905,95.0
0001.002,-46.325,-2.146153846153846,159.5,81.51190476190476,95.0
0001.037,-36.23846153846154,6.887500000000001,138.0625,81.4077380952381,95.0
0001.072,-27.133333333333333,13.175,116.5,81.30357142857143,95.0
0001.106,-18.153846153846153,18.2,110.5,81.20238095238095,95.0
0001.139,-12.65,18.255555555555556,107.1875,81.10416666666667,95.0
0001.173,-5.700000000000001,18.715384615384615,98.1875,81.00297619047619,95.0
0001.207,3.5615384615384618,20.78333333333333,87.6875,81.0,95.0
