RelTime,RSPT
0000.000,47.6
0000.026,63.75
0000.052,60.175
0000.076,69.9
0000.109,66.00769230769231
0000.141,59.72500000000001
0000.174,50.38888888888889
0000.206,33.0125
0000.239,36.6875
0000.271,37.825
0000.305,39.150000000000006
0000.337,20.566666666666663
0000.369,3.0
0000.403,-30.575
0000.436,-26.233333333333334
0000.480,-50.72222222222222
0000.503,-67.95
0000.536,-108.28461538461539
0000.569,-122.23333333333333
0000.601,-125.85
0000.634,-121.62500000000001
0000.675,-127.2625
0000.708,-128.9
0000.741,-139.7
0000.772,-142.55
0000.805,-116.9
0000.837,-84.32307692307691
0000.869,-59.05384615384616
0000.902,-54.45
0000.935,-50.38461538461539
0000.976,-68.875
0001.001,-80.4
0001.035,-86.2125
0001.077,-86.0
0001.102,-82.55
0001.136,-84.3
0001.170,-97.9
0001.205,-106.425
0001.238,-136.3
0001.271,-173.06153846153848
0001.303,-173.66923076923078
0001.337,-187.26666666666665
0001.370,-208.83333333333331
0001.403,-229.28333333333333
0001.435,-252.01538461538462
0001.479,-228.6923076923077
0001.503,-217.0
0001.536,-205.9
0001.568,-222.65384615384616
0001.602,-206.87692307692308
0001.635,-227.475
0001.669,-202.18333333333334
0001.703,-182.30833333333334
0001.736,-106.84166666666667
0001.768,-50.824999999999996
0001.808,-17.75
0001.840,-24.925
0001.872,-28.65
0001.904,-29.784615384615385
0001.937,-42.715384615384615
0001.970,-53.900000000000006
0002.005,-54.75
0002.038,-54.699999999999996
0002.071,-74.55384615384615
0002.104,-114.56666666666666
0002.137,-140.45833333333334
0002.170,-174.06666666666666
0002.205,-206.71666666666667
0002.238,-263.52500000000003
0002.273,-299.8
0002.308,-306.0846153846154
0002.340,-329.02500000000003
0002.372,-335.53333333333336
0002.406,-356.225
0002.439,-354.4846153846154
0002.473,-350.7416666666667
0002.505,-346.45000000000005
0002.538,-330.5166666666667
0002.574,-319.04999999999995
0002.607,-301.775
0002.639,-301.59999999999997
0002.672,-287.8769230769231
0002.704,-312.2
0002.737,-392.6
0002.770,-495.9384615384616
0002.810,-675.6
0002.839,-784.1333333333334
0002.873,-906.15
0002.908,-1023.25
0002.943,-1128.9153846153845
0002.979,-1219.8
0003.005,-1288.4166666666667
0003.038,-1352.5
0003.071,-1417.2153846153842
0003.105,-1463.6153846153845
0003.137,-1523.4
0003.171,-1548.9
0003.205,-1563.9111111111113
0003.238,-1546.411111111111
0003.271,-1524.3750000000002
0003.305,-1492.8916666666667
0003.338,-1457.1
0003.371,-1402.8
0003.405,-1348.3
0003.439,-1274.6
0003.474,-1174.6
0003.506,-1084.9692307692308
0003.538,-990.45
0003.571,-860.675
0003.605,-753.6333333333333
0003.638,-647.4307692307692
0003.671,-550.5769230769231
0003.705,-434.4
0003.740,-323.2
0003.773,-226.8
0003.806,-167.0
0003.838,-123.10000000000001
0003.872,-91.09166666666667
0003.906,-90.51666666666667
0003.938,-79.72500000000001
0003.971,-59.699999999999996
0004.005,-47.75833333333333
0004.038,-47.20833333333333
0004.072,-75.3
0004.105,-75.3
0004.138,-65.43076923076923
0004.171,-62.18333333333333
0004.204,-70.95833333333333
0004.237,-86.71666666666667
0004.269,-74.97692307692309
0004.302,0.7166666666666668
0004.343,134.5
0004.375,232.2
0004.409,263.93333333333334
0004.442,283.9
0004.480,283.76666666666665
0004.504,304.9166666666667
0004.537,290.15
0004.571,254.55555555555554
0004.603,240.7384615384615
0004.637,228.5
0004.670,211.26666666666668
0004.703,187.5846153846154
0004.736,136.04615384615383
0004.769,111.75384615384615
0004.803,77.825
0004.836,74.05833333333334
0004.869,73.07142857142857
0004.902,66.61111111111111
0004.936,60.8875
0004.970,58.86666666666666
0005.003,61.2
0005.037,56.86923076923077
0005.069,35.71666666666667
0005.102,8.0
0005.135,-21.541666666666668
0005.176,-31.95
0005.211,11.0125
0005.237,29.45
0005.273,78.17692307692309
0005.309,109.33333333333333
0005.337,132.3
0005.372,136.3846153846154
0005.406,120.20000000000002
0005.439,99.275
0005.474,92.625
0005.507,103.01111111111112
0005.540,92.25
0005.572,84.99999999999999
0005.606,61.7
0005.640,56.233333333333334
0005.672,22.6
0005.705,-20.233333333333334
0005.739,-72.71666666666667
0005.773,-95.0
0005.805,-90.33333333333333
0005.839,-105.47692307692307
0005.871,-103.97272727272727
0005.906,-100.78461538461539
