RelTime,RSPT,RSPA,PULS,PR,SPO2
0000.000,-8.200000000000001,-4.233333333333333,92.25,99.875,98.0
0000.024,-7.5,-4.6,90.125,99.94642857142857,98.0
0000.060,-4.492307692307692,-3.2750000000000004,85.75,100.05357142857142,98.0
0000.088,-2.7692307692307696,-3.85,83.125,100.13690476190476,98.0
0000.120,-3.4,0.1875,81.125,100.23214285714286,98.0
0000.152,-1.5625,-1.8923076923076925,80.875,100.32738095238095,98.0
0000.192,-0.25,-0.2,91.625,100.44642857142858,98.0
0000.221,3.769230769230769,-0.8333333333333333,114.5,100.5327380952381,98.0
0000.250,3.6125,1.0666666666666667,127.0,100.61904761904762,98.0
0000.288,3.533333333333334,-0.13333333333333341,132.625,100.73214285714286,98.0
0000.319,4.723076923076923,-1.15,127.0625,100.82440476190476,98.0
0000.354,4.444444444444445,-0.8749999999999999,120.5,100.92857142857142,98.0
0000.386,6.4,-0.55,110.5,101.0,98.0
0000.425,8.399999999999999,0.12500000000000003,104.125,101.0,98.0
0000.464,12.1,-1.8,99.0,100.99999999999999,98.0
0000.486,11.746153846153845,5.551115123125783e-17,98.25,101.0,98.0
0000.524,13.95,2.1,95.875,101.0,98.0
0000.555,12.638461538461538,2.5999999999999996,92.875,101.0,98.0
0000.583,11.9,1.9916666666666667,89.375,101.0,98.0
0000.617,9.858333333333333,3.3,85.125,101.0,98.0
0000.651,11.733333333333334,4.133333333333333,80.875,101.0,98.0
0000.685,12.066666666666666,4.125,77.8125,101.0,98.0
0000.719,13.4375,3.6500000000000004,75.0,101.0,98.0
0000.753,14.125,3.8,78.3125,101.0,98.00000000000001
0000.788,13.350000000000001,4.733333333333333,96.0,101.00000000000001,98.0
0000.817,12.992307692307692,6.074999999999999,110.5,101.0,98.0
0000.852,14.600000000000001,4.9,122.5,101.0,98.0
0000.887,16.308333333333334,6.7384615384615385,124.375,101.0,98.0
0000.915,16.96923076923077,6.5,119.3125,101.0,98.0
0000.949,16.553846153846152,4.616666666666667,107.9375,101.0,98.0
0000.983,17.825000000000003,5.133333333333334,100.5625,101.0,98.0
0001.017,19.900000000000002,3.784615384615385,96.125,101.0,98.0
0001.051,23.753846153846155,6.025,93.0,101.0,97.99999999999999
0001.084,25.633333333333333,6.0,92.875,101.0,97.99999999999999
0001.118,27.533333333333335,8.9,89.75,101.0,98.0
0001.153,27.950000000000003,8.966666666666665,86.5625,101.0,98.0
0001.188,29.283333333333335,9.06923076923077,82.75,101.0,98.0
0001.217,28.833333333333336,10.208333333333332,80.5625,101.0,98.0
0001.252,25.924999999999997,10.033333333333333,78.375,101.0,98.0
0001.287,27.3,7.4,75.1875,101.0,98.0
0001.320,30.5,6.4625,74.0,101.0,98.0
0001.355,32.48461538461538,6.45,80.375,101.0,98.0
0001.383,33.6,7.108333333333333,92.5,101.03869047619048,98.00000000000001
0001.416,33.75,10.338461538461539,109.0,101.13690476190476,98.00000000000001
0001.451,33.43333333333334,10.408333333333333,126.125,101.24107142857142,98.0
0001.484,35.333333333333336,9.5,126.75,101.33928571428572,98.0
