RelTime,RSPT,RSPA,PULS,PR,SPO2
0000.000,28.1,296.45,119.33333333333333,78.0,99.0
0000.023,27.65,291.7,106.625,-0.0019545696360925304,-0.002331354144254946
0000.049,26.3,285.925,97.5,0.0003555041573641294,0.0004240350792656483
0000.077,25.233333333333334,271.8230769230769,88.0,0.002845056874357961,0.003393501573029375
0000.099,24.444444444444443,261.875,77.94117647058823,0.004802762070395505,0.005728595722519939
0000.133,23.375,244.125,72.5,0.007829533979791569,0.009338841734932112
0000.174,19.55,202.8,83.5,0.01161985197449552,0.013694825541369719
0000.208,13.75,129.36923076923077,101.6875,0.014687488602500264,0.01731025442437531
0000.232,7.588888888888889,68.33333333333333,113.8125,0.01705680737772646,0.019866163886999053
0000.267,0.9000000000000004,-39.300000000000004,119.25,0.02025656164457088,0.02359293650367667
0000.306,-7.737500000000001,-148.35,105.125,0.024104019054696342,0.02774764984203416
0000.340,-10.9,-226.4375,88.6875,0.02725381064563708,0.031373572719977566
0000.366,-14.053846153846155,-272.525,84.9375,0.0303564692872871,0.033806068069933366
0000.412,-17.433333333333334,-322.5,81.125,0.034719153908753644,0.03866451230747565
0000.443,-21.4,-332.05,78.125,0.03809284148809639,0.041944926582398276
0000.475,-24.03333333333333,-328.9,77.0,0.04117045882416223,0.04533376364907751
0000.506,-26.2,-330.44615384615383,78.0,0.044154474475767175,0.04861953369241779
0000.544,-27.908333333333335,-333.95384615384614,78.0,0.048348600840367795,0.05264625424840049
0000.574,-27.446153846153848,-336.0166666666667,74.9375,0.05127387746178692,0.05583155545839019
0000.598,-27.6,-338.5,72.875,0.05302373285269343,0.05898145564513089
0000.640,-28.5,-334.8307692307692,69.8125,0.05707052690683241,0.06348294566040909
0000.663,-30.792307692307695,-333.7,69.0,0.05929802318360588,0.0659607224177189
0000.706,-32.63333333333334,-328.6375,69.0,0.06344692067436282,0.07057578816586427
0000.745,-33.46923076923077,-332.83750000000003,66.0,0.06645952011047816,0.07476696012428793
0000.775,-32.1,-326.1,51.125,0.06933291888998257,0.07799953375123038
0000.807,-31.1,-322.1230769230769,26.5,0.07157571517412936,0.0814482276119403
0000.831,-30.2,-317.69166666666666,9.125,0.07385558512476671,0.08404256238335522
0000.873,-28.73846153846154,-307.1333333333333,19.25,0.07693562659296657,0.08856543061283362
0000.899,-27.733333333333334,-305.84999999999997,39.25,0.07938029673038866,0.09137964391056368
0000.942,-28.2,-300.63846153846157,50.11764705882352,0.08243763251704815,0.09601559551985607
0000.973,-28.949999999999996,-294.5,55.75,0.08531764273237107,0.09936996035887924
0001.012,-28.776923076923076,-290.16666666666663,76.25,0.08788921120655609,0.10358371320772682
0001.042,-28.166666666666664,-284.2,83.625,0.09064725307910367,0.10683426255751503
0001.066,-27.641666666666666,-279.4,86.0,0.09065207952331918,0.10944580332693413
0001.110,-28.423076923076923,-269.71250000000003,85.5625,0.09459314549017186,0.1142039195552075
0001.141,-28.4,-257.9230769230769,90.5,0.09738200266339865,0.11638336903674473
0001.168,-27.477777777777778,-250.10000000000002,96.5625,0.09981724488534989,0.11929378047273524
0001.210,-24.323076923076925,-237.875,102.625,0.10362407662519389,0.12384340864962197
0001.241,-22.6,-227.25,104.0,0.1051224344965135,0.12718516766244842
0001.264,-22.05,-218.01538461538462,103.8125,0.10718309889732942,0.12967831718442324
0001.306,-20.90833333333333,-194.80769230769235,101.1875,0.11095697553408519,0.13424424200420185
0001.330,-21.184615384615384,-183.6,100.6875,0.11311005096662717,0.13684919746579582
0001.372,-19.5,-161.85,100.0,0.11684969898051255,0.14137370987765716
0001.411,-16.65,-139.525,100.0,0.12032559227017418,0.14557911163551937
0001.441,-13.499999999999998,-121.46923076923079,101.0,0.12149444256482948,0.1488306921419161
0001.465,-11.083333333333332,-105.63333333333334,101.0,0.12362836182626077,0.15144474323716944
0001.509,-8.53076923076923,-80.675,104.5,0.12595797697914748,0.1562516676450184
0001.543,-5.891666666666666,-62.8,123.0,0.12734277509250128,0.16162736838663622
0001.567,-4.255555555555555,-50.66666666666667,133.75,0.12777087285493122,0.1642768365277687
0001.606,-1.8461538461538463,-34.0,144.125,0.13109291906064452,0.16854803879225724
0001.640,-0.43846153846153846,-18.924999999999997,139.25,0.13399749276360076,0.17228249069605814
0001.675,0.25,-11.841666666666665,131.5,0.13698809553694508,0.17612755140464367
0001.709,0.1,-3.6923076923076925,122.0,0.13989681998089257,0.1798673399754333
0001.742,-0.4625,1.9833333333333334,116.875,0.14272092586362822,0.1834983332532363
0001.775,0.7333333333333333,10.783333333333333,114.0,0.14554970389633093,0.1871353335809969
0001.808,2.25,15.875,116.375,0.1483805597212324,0.19077500535587022
0001.842,3.7333333333333334,20.692307692307693,119.625,0.15129769022511666,0.19452560171800712
0001.874,5.05,23.366666666666667,119.6875,0.15404851391143412,0.19806237502898671
0001.908,5.561538461538461,27.8875,115.6875,0.15696987337450594,0.2018184086243648
0001.942,5.675000000000001,33.425,107.875,0.15989058142029608,0.20557360468323782
0001.975,6.574999999999999,33.3,103.75,0.1606184709051488,0.20922669236328595
0002.010,4.758333333333334,33.646153846153844,99.375,0.16359125191015297,0.2130991307776993
0002.031,6.388888888888889,33.900000000000006,96.875,0.16540043329180132,0.21545582757747803
0002.075,6.083333333333333,39.96666666666667,94.125,0.16912716657184232,0.22031038803437353
0002.108,8.725000000000001,40.3,94.0,0.17200021501672413,0.22405291166652222
0002.143,10.383333333333333,44.26153846153846,97.30303030303031,0.1749827978064597,0.2279381181952567
0002.164,12.799999999999999,44.887499999999996,101.33333333333333,0.17679948621395677,0.23030459388396998
0002.208,12.638461538461538,48.38333333333333,131.11764705882354,0.18053723632665566,0.23517350521498565
0002.241,13.125,51.11666666666667,145.25,0.18335927964113896,0.2388495879535889
0002.274,12.55,48.20769230769231,145.875,0.18618340720778745,0.242528385704881
0002.307,13.350000000000001,43.4,138.25,0.1890060886716405,0.2462052997170054
0002.340,13.715384615384615,37.387499999999996,127.0,0.19183433748853415,0.2498894659390116
0002.373,14.366666666666667,29.4125,121.3125,0.19466467741829008,0.2535763561106673
0002.409,14.941666666666666,15.783333333333331,115.375,0.20035000825491167,0.257592867756315
0002.431,14.966666666666669,8.2,111.8125,0.20228932828606475,0.2600862792249404
0002.475,17.041666666666664,-4.233333333333333,111.0,0.20617204914808446,0.26507834890468
0002.496,18.0,-4.961538461538462,110.75,0.21072878443337525,0.26746345716543785
0002.540,16.93846153846154,12.15,107.0,0.21459123352744058,0.272365796400213
0002.574,14.669230769230769,21.9,100.8125,0.2177575592325244,0.2763845944105117
0002.608,13.316666666666666,28.9,95.4,0.21510629533881884,0.28020425313872455
0002.642,12.6,25.06923076923077,90.25,0.21803664065468878,0.28402141348439724
0002.675,12.777777777777779,26.766666666666666,85.5625,0.22097126533355738,0.28784414826344973
0002.709,12.961538461538462,29.45,85.0,0.2239111008873986,0.29167367089279556
0002.742,14.100000000000001,35.15,85.0,0.22378523697835997,0.2953965128114352
0002.776,15.675,41.3,85.0,0.22669067582762986,0.2992316920924714
0002.797,15.707692307692309,46.7,86.1875,0.22851474274377115,0.3016394604217779
0002.843,14.933333333333335,41.35,108.0,0.23242085397081363,0.306795527241474
0002.864,13.75,32.916666666666664,119.3125,0.2343396703228495,0.30932836482616133
0002.908,13.066666666666666,22.200000000000003,132.0,0.23808599813722447,0.3142735175411363
0002.942,12.349999999999998,13.533333333333333,126.8125,0.2410029449445119,0.3181238873267557
0002.975,11.608333333333334,8.13076923076923,116.625,0.24383505099731032,0.3218622673164496
0003.009,11.946153846153846,-1.2000000000000002,111.25,0.24675625965019,0.3257182627382508
0003.031,11.75,-2.6916666666666664,107.75,0.24868053296141374,0.3282583035090661
0003.074,12.55,-4.199999999999999,102.6875,0.2523558208743003,0.33310968355407644
0003.111,11.7,1.353846153846154,102.6875,0.2555337872452024,0.3373045991636672
0003.141,12.255555555555556,8.016666666666666,104.0,0.2581304993079835,0.3407322590865382
0003.179,10.853846153846156,16.549999999999997,102.0625,0.26139146332512625,0.3450367315891667
0003.209,10.55,22.1375,97.5625,0.2639922571171111,0.3484697793945867
0003.232,9.9,27.3,90.5,0.2696583680131104,0.35126550570128856
0003.267,10.592307692307692,33.733333333333334,85.1764705882353,0.2727218053151751,0.3552560358710833
0003.307,9.8,40.25,81.0625,0.2763143522698142,0.35993580098304745
0003.342,10.333333333333334,48.71666666666666,81.0,0.27937874209769314,0.36392757194304765
0003.364,10.975,51.916666666666664,81.0,0.2813480489205905,0.3664928531991902
0003.408,12.599999999999998,64.73846153846154,82.25,0.285184759528642,0.37149067359652044
0003.442,14.553846153846154,74.175,83.75,0.28817634465253233,0.37538760685000927
0003.476,15.041666666666668,76.06666666666666,98.0,0.29127881583224513,0.3794289837814772
0003.498,15.433333333333334,76.1,109.0,0.2932513568691606,0.38199847802693293
0003.533,15.166666666666666,75.2,129.0625,0.29633504927030757,0.386015393128427
0003.569,14.522222222222222,75.91666666666667,127.375,0.2995060494129514,0.3901460380510814
0003.609,13.807692307692308,73.85,119.5625,0.30301918369721353,0.3947223577108439
0003.631,14.816666666666666,73.17692307692307,112.625,0.3009911051225004,0.3932950440267339
0003.677,15.158333333333331,97.03076923076924,107.9375,0.3049667939973937,0.3984899441565944
0003.698,15.9,113.80000000000001,105.625,0.30274882068604037,0.4009376273950264
0003.743,16.1,139.67499999999998,104.1875,0.3065936479055656,0.4060294256046679
0003.764,16.4,141.1153846153846,105.5,0.3084504848014113,0.4084884798721393
0003.809,14.8,131.22307692307692,105.6875,0.31241840035533697,0.4137432869570679
0003.830,16.4,132.5,104.375,0.3142798795348357,0.41620848911370134
0003.875,17.1,136.26666666666665,95.6875,0.3181305927093295,0.4213080822366796
0003.909,19.153846153846153,139.8125,91.4375,0.3210758222952852,0.4252085214180804
0003.931,20.641666666666666,144.075,89.125,0.32302540605085706,0.4277904026078918
0003.976,19.65,147.0,85.25,0.33130685425644885,0.43290762289509316
0003.999,21.262500000000003,154.65833333333333,84.0,0.33337118022728374,0.4356050088303174
0004.033,24.4,192.9,84.0,0.33636485296548746,0.4395167412082369
0004.073,29.0,263.25,84.0,0.3445226361392684,0.4442528729164251
0004.107,29.825000000000003,312.23333333333335,92.6875,0.35684310823686827,0.4483413411181165
0004.142,30.562500000000004,328.46923076923076,108.875,0.36005408146019946,0.4523756408089685
0004.177,28.525000000000002,301.4666666666667,124.0,0.36792476223323795,0.4564129961880673
0004.198,28.823076923076922,285.5083333333333,123.375,0.3699280861072461,0.4588981321330395
0004.241,28.907692307692308,265.65000000000003,114.75,0.3738995374250332,0.46382474262852214
0004.275,28.7,252.3,104.6875,0.37707213647129456,0.4677603718251502
0004.308,27.625,248.44166666666666,100.0,0.3801583950982407,0.4715888951851593
0004.342,26.523076923076925,233.31666666666666,94.375,0.37848342837784427,0.47553046129524024
0004.366,26.6,227.20000000000002,94.125,0.38074183191860944,0.47836794266697086
0004.406,26.325,214.0846153846154,96.625,0.3845509457254971,0.48315375232177843
0004.440,26.1,208.41666666666669,98.25,0.3876963164269646,0.48710562833131454
0004.474,25.43333333333333,206.35000000000002,95.6875,0.38583325696610543,0.49106050886595237
0004.508,24.0,201.9,89.0,0.3889425862880736,0.49501783709391184
0004.542,23.1,193.79999999999998,84.875,0.3818719111428135,0.4989792972266096
0004.563,24.03846153846154,192.84615384615387,83.125,0.3838011777378327,0.5015002055774347
0004.598,24.8,187.56666666666666,80.375,0.3817553480783176,0.5055678934010153
0004.632,25.46666666666667,201.36923076923074,80.0,0.3847526251836268,0.5095372603783166
0004.666,27.525,212.23076923076923,81.0,0.3877521862186582,0.5187495464276644
0004.700,26.630769230769232,222.0,81.0,0.39075403379494345,0.5227655316986406
0004.734,27.0,219.4,83.375,0.39375817052799766,0.5267845794901591
0004.772,27.592307692307692,203.63333333333335,95.5,0.3971006266460812,0.5312562437562438
0004.806,27.1,191.7846153846154,112.375,0.40010175331408043,0.5352712645688373
0004.841,24.5,169.7111111111111,125.0,0.3977487548623987,0.5394126949503762
0004.875,18.825,138.75,121.17647058823529,0.39538310412573674,0.5436517681728881
0004.909,12.092307692307692,73.65,110.625,0.39831804890032835,0.5476873172379515
0004.943,6.9,-2.6624999999999996,105.75,0.4012556876300659,0.5517265704913407
0004.964,2.3,-46.01538461538462,103.875,0.4031228338157509,0.5542938964966575
0005.008,-6.5,-115.11538461538461,101.0,0.40688434057331546,0.5594659682883087
0005.043,-12.174999999999999,-152.23333333333332,101.0,0.4043721575790864,0.5638428676102755
0005.064,-14.0,-170.9875,100.1875,0.4062262744266534,0.5664281854681504
0005.109,-18.85,-211.65,97.375,0.4100255222481474,0.5717257282051633
0005.130,-21.215384615384615,-230.45,95.125,0.41187617076715627,0.5743062099429361
0005.174,-25.50769230769231,-259.5,86.625,0.41559940015475455,0.579497755145362
0005.209,-28.39230769230769,-284.45,83.25,0.4185959424128601,0.583676032378495
