RelTime,RSPT
0000.000,-621.9
0000.011,-622.5416666666667
0000.036,-623.3384615384615
0000.067,-622.0166666666667
0000.098,-622.2
0000.142,-623.4833333333333
0000.165,-625.0615384615385
0000.207,-623.525
0000.231,-622.1999999999999
0000.274,-618.3
0000.296,-617.6
0000.334,-615.3666666666667
0000.379,-613.7307692307693
0000.410,-611.6874999999999
0000.441,-609.5666666666666
0000.475,-602.6
0000.508,-595.6923076923077
0000.542,-586.1500000000001
0000.575,-574.825
0000.607,-564.9250000000001
0000.633,-556.8461538461538
0000.665,-545.7
0000.698,-534.2
0000.745,-513.5666666666666
0000.778,-497.96666666666664
0000.811,-483.1846153846154
0000.845,-471.1
0000.877,-462.25
0000.910,-454.35
0000.945,-445.09999999999997
0000.962,-440.9
0001.009,-425.075
0001.042,-413.25
0001.076,-400.725
0001.108,-389.8538461538461
0001.142,-377.4
0001.175,-368.66666666666663
0001.209,-358.15
0001.242,-350.8384615384615
0001.275,-347.33333333333337
0001.308,-345.65000000000003
0001.341,-343.76666666666665
0001.378,-338.2583333333333
0001.412,-332.675
0001.445,-329.42499999999995
0001.477,-324.5166666666667
0001.507,-319.4
0001.530,-315.0333333333333
0001.566,-303.59999999999997
0001.610,-282.7
0001.633,-268.4076923076923
0001.676,-241.04615384615386
0001.698,-230.51666666666665
0001.740,-217.58333333333334
0001.763,-213.575
0001.801,-209.0
0001.843,-202.5230769230769
0001.874,-198.53333333333333
0001.898,-195.73749999999998
0001.942,-190.53333333333336
0001.975,-185.66153846153847
0001.998,-179.175
0002.041,-160.20833333333331
0002.064,-148.13846153846154
0002.108,-122.45
0002.132,-105.30000000000001
0002.169,-78.63333333333334
0002.199,-54.25
0002.242,-21.933333333333334
0002.264,-8.341666666666667
0002.308,9.55
0002.331,17.033333333333335
0002.367,27.3
0002.411,39.315384615384616
0002.442,46.9
0002.465,51.2375
0002.509,62.983333333333334
0002.533,71.05000000000001
0002.570,86.1
0002.599,97.63333333333334
0002.641,116.38749999999999
0002.665,125.83846153846153
0002.711,139.4076923076923
0002.747,142.975
0002.767,140.75
0002.811,129.83333333333331
0002.845,114.45000000000002
0002.880,97.76666666666667
0002.914,82.12307692307692
0002.932,73.225
0002.975,54.074999999999996
0002.998,44.46153846153847
0003.036,41.15
0003.066,52.75
0003.110,84.675
0003.134,109.75
0003.175,162.2
0003.198,195.875
0003.243,251.97500000000002
0003.266,272.05
0003.311,291.3125
0003.343,292.723076923077
0003.366,284.5769230769231
0003.409,263.66666666666663
0003.440,241.57500000000002
0003.478,206.91538461538462
0003.507,169.71666666666664
0003.530,135.2625
0003.571,52.275
0003.609,-33.833333333333336
0003.642,-116.6
0003.665,-160.63333333333333
0003.710,-242.48333333333332
0003.733,-265.4923076923077
0003.776,-284.22222222222223
0003.800,-283.7833333333333
0003.844,-283.4666666666667
0003.875,-294.8666666666667
0003.900,-307.0
0003.944,-325.4
0003.976,-334.1083333333333
0003.999,-338.92499999999995
0004.045,-346.8333333333333
0004.078,-348.25
0004.109,-347.94615384615383
0004.133,-347.3
0004.178,-347.0
0004.209,-346.6615384615385
0004.233,-347.65
0004.277,-350.425
0004.310,-352.95
0004.341,-352.2692307692308
0004.365,-350.65000000000003
0004.410,-347.9625
0004.441,-344.9666666666667
0004.464,-342.30769230769226
0004.501,-338.0333333333333
0004.532,-333.5
0004.576,-324.1916666666666
0004.599,-317.9583333333333
0004.643,-306.95000000000005
0004.666,-301.525
0004.710,-292.8666666666667
0004.732,-287.39166666666665
0004.769,-275.76153846153846
0004.801,-263.25
0004.844,-244.87500000000003
0004.868,-234.03333333333333
0004.898,-218.67692307692306
0004.946,-190.23076923076923
0004.967,-174.97500000000002
0005.000,-149.93333333333334
0005.035,-122.34166666666665
0005.068,-95.03846153846153
0005.099,-69.5
0005.143,-27.908333333333335
0005.174,2.924999999999999
0005.200,30.99230769230769
0005.246,75.475
0005.278,109.72307692307692
0005.310,147.65
0005.343,184.03333333333336
0005.379,218.2375
0005.413,249.0
0005.443,267.2
0005.478,280.15
0005.511,286.0333333333333
0005.542,287.9
0005.566,288.0
0005.610,284.275
0005.642,277.55
0005.666,269.26153846153846
0005.709,257.3769230769231
0005.741,250.52499999999998
0005.766,249.1625
0005.811,244.16666666666669
0005.843,240.27692307692308
0005.866,237.0
0005.909,233.26666666666668
0005.932,230.16666666666663
0005.969,225.42307692307693
0006.001,219.23076923076923
0006.046,210.06363636363636
0006.076,207.0
0006.100,207.52307692307693
0006.142,211.0
0006.166,213.12500000000003
0006.210,210.925
0006.244,205.26666666666665
0006.276,196.8153846153846
0006.300,187.65384615384616
0006.343,176.83333333333334
0006.373,172.55
0006.398,170.85
0006.445,166.59230769230768
0006.478,161.375
0006.511,155.17499999999998
0006.545,147.9
0006.575,137.36666666666665
0006.600,128.5
0006.644,114.81666666666666
0006.666,108.6
0006.712,102.05384615384615
0006.742,96.67499999999998
0006.768,93.1
0006.812,83.575
0006.843,76.18181818181817
0006.866,70.7
0006.910,65.04166666666666
0006.942,59.733333333333334
0006.977,51.349999999999994
0007.007,38.28461538461538
0007.030,20.18333333333333
0007.068,-20.625
0007.098,-63.88461538461539
0007.142,-123.86666666666666
0007.168,-152.95
0007.199,-184.73333333333335
0007.245,-231.0
0007.274,-257.70000000000005
0007.299,-275.0
0007.344,-302.15
0007.374,-316.8
0007.397,-326.1777777777778
0007.440,-341.09999999999997
0007.464,-349.65
0007.508,-363.9875
0007.532,-369.8666666666667
0007.576,-376.16249999999997
0007.608,-375.12499999999994
0007.631,-374.8
0007.676,-373.5
0007.700,-372.7
0007.744,-371.1916666666667
0007.773,-369.33333333333337
0007.796,-367.25
0007.843,-364.0
0007.867,-363.3538461538462
0007.898,-361.23846153846154
0007.942,-355.81538461538463
0007.974,-349.5
0007.998,-344.81538461538463
0008.042,-334.85
0008.066,-329.0
0008.104,-321.35833333333335
0008.134,-313.4
0008.176,-304.08750000000003
0008.208,-294.33846153846156
0008.231,-287.45384615384614
0008.269,-276.0333333333333
0008.299,-267.6166666666666
0008.342,-256.5
0008.369,-249.6
0008.399,-244.19166666666666
0008.443,-233.75
0008.474,-226.66666666666669
0008.497,-221.55
0008.533,-213.72500000000002
0008.566,-210.45
0008.599,-206.10000000000002
0008.643,-200.1
0008.669,-197.0
0008.701,-192.96153846153848
0008.733,-189.7076923076923
0008.765,-185.93333333333334
0008.809,-180.69166666666666
0008.832,-177.20000000000002
0008.871,-172.07500000000002
0008.900,-168.03846153846155
0008.945,-160.58461538461538
0008.977,-158.1
0009.001,-156.46666666666667
0009.043,-154.01666666666665
0009.065,-151.7
0009.107,-146.325
0009.143,-143.925
0009.167,-143.4
0009.211,-132.86666666666665
0009.242,-121.02307692307691
0009.265,-109.6
0009.308,-96.81666666666666
0009.330,-89.9
0009.367,-78.20000000000002
0009.400,-68.60000000000001
0009.443,-60.7
0009.465,-58.55
0009.508,-56.641666666666666
0009.556,-55.33333333333333
0009.582,-55.63076923076923
0009.600,-55.05
0009.636,-55.24999999999999
0009.677,-57.338461538461544
0009.713,-59.56666666666667
0009.732,-60.53333333333333
0009.777,-61.5
0009.810,-64.9875
0009.844,-69.25
0009.877,-72.5
0009.909,-73.23846153846154
0009.943,-72.66666666666667
0009.965,-71.7
0010.000,-69.08888888888889
0010.034,-65.6
0010.068,-61.266666666666666
0010.108,-54.266666666666666
0010.141,-48.33333333333333
0010.175,-42.184615384615384
0010.208,-40.075
0010.241,-38.65
0010.275,-34.55
0010.308,-26.6
0010.342,-17.81666666666667
0010.375,-11.575
0010.409,-7.616666666666666
0010.442,-4.430769230769231
0010.475,-2.3818181818181814
0010.508,-0.17500000000000004
0010.543,3.075
0010.576,10.492307692307692
0010.609,22.916666666666668
0010.642,34.11666666666667
0010.675,46.12499999999999
0010.706,60.0
0010.731,73.33333333333334
0010.775,98.525
0010.810,118.55833333333334
0010.843,133.25
0010.876,151.925
0010.908,164.9375
0010.942,173.37500000000003
0010.977,179.3
0011.009,184.2846153846154
0011.041,194.04999999999998
0011.074,206.075
0011.099,215.87692307692308
0011.144,232.16923076923075
0011.177,243.56666666666666
0011.211,252.3
0011.243,257.1333333333333
0011.277,260.6875
0011.310,261.875
0011.342,262.2875
0011.376,263.5
0011.408,262.13846153846157
0011.441,257.625
0011.474,251.55
0011.507,247.9
0011.540,246.03846153846155
0011.566,243.5
0011.599,239.6
0011.632,231.6
0011.665,219.16153846153847
0011.698,203.40769230769234
0011.746,174.9230769230769
0011.763,165.2
0011.810,133.25
0011.842,111.17499999999998
0011.874,91.9
0011.907,77.26923076923077
0011.932,67.48333333333335
0011.968,58.407692307692315
0012.002,50.4125
0012.036,46.253846153846155
0012.074,43.83846153846154
0012.107,43.7
0012.141,46.541666666666664
0012.166,46.99166666666666
0012.211,49.815384615384616
0012.244,50.981818181818184
0012.276,54.69166666666666
0012.309,56.08333333333333
0012.341,53.361538461538466
0012.367,49.625
0012.401,42.2
0012.434,30.708333333333336
0012.467,13.266666666666667
0012.499,-8.761538461538462
0012.532,-32.5
0012.565,-61.64285714285714
0012.611,-105.475
0012.644,-137.14999999999998
0012.676,-163.53333333333336
0012.708,-187.87692307692308
0012.740,-212.48333333333335
0012.768,-234.15
0012.802,-256.79999999999995
0012.840,-276.61538461538464
0012.865,-286.775
0012.912,-298.65000000000003
0012.947,-307.31538461538463
0012.964,-310.975
0013.011,-321.3727272727273
0013.043,-325.5166666666667
0013.077,-327.1666666666667
0013.109,-328.11538461538464
0013.141,-328.98333333333335
0013.168,-327.76666666666665
0013.201,-328.20000000000005
0013.241,-330.80833333333334
0013.266,-333.60769230769233
0013.311,-333.05384615384617
0013.344,-331.33333333333337
0013.378,-328.34166666666664
0013.410,-327.76666666666665
0013.442,-329.1
0013.475,-327.23333333333335
0013.507,-325.375
0013.531,-322.5
0013.577,-315.1333333333333
0013.610,-310.7
0013.643,-304.45000000000005
0013.677,-295.26666666666665
0013.709,-284.6333333333333
0013.741,-272.3
0013.775,-261.45
0013.808,-249.80833333333334
0013.840,-236.53333333333333
0013.865,-226.8125
0013.912,-207.31666666666666
0013.946,-191.8
0013.966,-184.05384615384617
0014.000,-170.025
0014.033,-159.275
0014.067,-150.5
0014.099,-141.51666666666665
0014.144,-126.37692307692308
0014.176,-113.0
0014.209,-99.375
0014.241,-82.6076923076923
0014.266,-67.1
0014.298,-41.1
0014.331,-11.4
0014.364,22.500000000000004
0014.412,72.975
0014.429,97.0
0014.477,152.45
0014.509,182.38333333333333
0014.542,199.56666666666666
0014.574,207.4692307692308
0014.599,214.95
0014.632,229.45000000000002
0014.664,245.59230769230768
0014.712,257.75
0014.744,255.3625
0014.775,247.6888888888889
0014.809,235.8875
0014.844,217.425
0014.876,197.73333333333335
0014.908,176.83333333333334
0014.941,162.4
0014.977,148.65
